time/episodes,time/fps,rollout/exploration_rate,rollout/ep_len_mean,rollout/ep_rew_mean,time/total_timesteps,time/time_elapsed,train/loss,train/learning_rate,train/n_updates
2468,1238,0.1,1000.0,4.7,2468000,1993,0.00406625447794795,0.0001,604499
2472,1238,0.1,1000.0,4.56,2472000,1996,0.00039217970333993435,0.0001,605499
2476,1237,0.1,1000.0,4.82,2476000,2000,0.006199758034199476,0.0001,606499
2480,1237,0.1,1000.0,4.53,2480000,2003,0.0048871831968426704,0.0001,607499
2484,1237,0.1,1000.0,4.37,2484000,2006,0.016140729188919067,0.0001,608499
2488,1237,0.1,1000.0,4.61,2488000,2010,0.007609449792653322,0.0001,609499
2492,1237,0.1,1000.0,4.61,2492000,2013,0.007406812161207199,0.0001,610499
2496,1237,0.1,1000.0,4.51,2496000,2017,6.605525413760915e-05,0.0001,611499
2500,1237,0.1,1000.0,4.86,2500000,2020,0.0015277717029675841,0.0001,612499
2504,1237,0.1,1000.0,5.57,2504000,2024,0.0015674453461542726,0.0001,613499
2508,1236,0.1,1000.0,5.76,2508000,2027,0.004760758485645056,0.0001,614499
2512,1236,0.1,1000.0,5.92,2512000,2031,0.004694728180766106,0.0001,615499
2516,1236,0.1,1000.0,5.73,2516000,2034,0.008451996371150017,0.0001,616499
2520,1236,0.1,1000.0,5.63,2520000,2037,1.7287842638324946e-05,0.0001,617499
2524,1236,0.1,1000.0,5.32,2524000,2041,2.4441771529382095e-05,0.0001,618499
2528,1236,0.1,1000.0,5.18,2528000,2044,4.456836904864758e-05,0.0001,619499
2532,1236,0.1,1000.0,4.91,2532000,2047,2.761084761004895e-05,0.0001,620499
2536,1236,0.1,1000.0,4.91,2536000,2051,5.800485087092966e-05,0.0001,621499
2540,1236,0.1,1000.0,5.25,2540000,2054,0.0002242301998194307,0.0001,622499
2544,1235,0.1,1000.0,5.73,2544000,2058,0.006556504871696234,0.0001,623499
2548,1235,0.1,1000.0,5.73,2548000,2061,0.011213231831789017,0.0001,624499
2552,1235,0.1,1000.0,5.81,2552000,2065,2.7163270715391263e-05,0.0001,625499
2556,1235,0.1,1000.0,5.39,2556000,2068,0.0032501372043043375,0.0001,626499
2560,1235,0.1,1000.0,5.14,2560000,2072,0.003421725705265999,0.0001,627499
2564,1235,0.1,1000.0,5.52,2564000,2075,0.009859832935035229,0.0001,628499
2568,1235,0.1,1000.0,5.68,2568000,2079,0.005813166499137878,0.0001,629499
2572,1235,0.1,1000.0,5.87,2572000,2082,0.006879511754959822,0.0001,630499
2576,1234,0.1,1000.0,5.61,2576000,2085,0.0022625504061579704,0.0001,631499
2580,1234,0.1,1000.0,5.4,2580000,2089,1.4781172467337456e-05,0.0001,632499
2584,1234,0.1,1000.0,5.67,2584000,2093,0.00013913480506744236,0.0001,633499
2588,1234,0.1,1000.0,5.01,2588000,2096,4.4764194171875715e-05,0.0001,634499
2592,1234,0.1,1000.0,5.28,2592000,2099,0.003902915632352233,0.0001,635499
2596,1234,0.1,1000.0,5.28,2596000,2103,4.995272684027441e-05,0.0001,636499
2600,1234,0.1,1000.0,4.96,2600000,2106,3.122455382253975e-05,0.0001,637499
2604,1233,0.1,1000.0,4.59,2604000,2110,0.00010819672752404585,0.0001,638499
2608,1233,0.1,1000.0,4.9,2608000,2113,0.007575467228889465,0.0001,639499
2612,1233,0.1,1000.0,5.24,2612000,2117,0.007538095116615295,0.0001,640499
2616,1233,0.1,1000.0,6.04,2616000,2120,0.009527676738798618,0.0001,641499
2620,1233,0.1,1000.0,6.53,2620000,2123,0.00474900845438242,0.0001,642499
2624,1233,0.1,1000.0,6.53,2624000,2127,0.004228146281093359,0.0001,643499
2628,1233,0.1,1000.0,6.53,2628000,2130,4.428434476722032e-05,0.0001,644499
2632,1233,0.1,1000.0,6.53,2632000,2134,4.00505268771667e-05,0.0001,645499
2636,1233,0.1,1000.0,6.59,2636000,2137,2.4414730432908982e-05,0.0001,646499
2640,1233,0.1,1000.0,6.25,2640000,2140,0.0011795611353591084,0.0001,647499
2644,1233,0.1,1000.0,6.2,2644000,2144,0.001148864859715104,0.0001,648499
2648,1232,0.1,1000.0,6.46,2648000,2147,0.004642080049961805,0.0001,649499
2652,1232,0.1,1000.0,6.88,2652000,2151,0.008109638467431068,0.0001,650499
2656,1232,0.1,1000.0,7.33,2656000,2154,0.0139082670211792,0.0001,651499
2660,1232,0.1,1000.0,7.4,2660000,2158,0.005095616448670626,0.0001,652499
2664,1232,0.1,1000.0,7.78,2664000,2161,0.003931219689548016,0.0001,653499
2668,1232,0.1,1000.0,7.58,2668000,2165,0.0003151253913529217,0.0001,654499
2672,1232,0.1,1000.0,7.43,2672000,2168,0.0039063626900315285,0.0001,655499
2676,1231,0.1,1000.0,7.58,2676000,2172,9.758894157130271e-05,0.0001,656499
2680,1231,0.1,1000.0,7.93,2680000,2175,0.006742862053215504,0.0001,657499
2684,1231,0.1,1000.0,7.34,2684000,2179,0.0001979701337404549,0.0001,658499
2688,1231,0.1,1000.0,7.61,2688000,2182,0.00025671126786619425,0.0001,659499
2692,1231,0.1,1000.0,7.67,2692000,2185,0.0037717027589678764,0.0001,660499
2696,1231,0.1,1000.0,8.17,2696000,2189,0.011850312352180481,0.0001,661499
2700,1231,0.1,1000.0,8.35,2700000,2192,0.010483809746801853,0.0001,662499
2704,1231,0.1,1000.0,8.05,2704000,2196,0.008694516494870186,0.0001,663499
2708,1231,0.1,1000.0,7.55,2708000,2199,0.005531660281121731,0.0001,664499
2712,1230,0.1,1000.0,7.3,2712000,2203,5.655724089592695e-05,0.0001,665499
2716,1230,0.1,1000.0,6.66,2716000,2206,0.0049808453768491745,0.0001,666499
2720,1230,0.1,1000.0,6.9,2720000,2210,0.007875443436205387,0.0001,667499
2724,1230,0.1,1000.0,6.9,2724000,2213,0.00010517497139517218,0.0001,668499
2728,1230,0.1,1000.0,6.9,2728000,2217,0.0037161605432629585,0.0001,669499
2732,1230,0.1,1000.0,6.9,2732000,2220,4.537885979516432e-05,0.0001,670499
2736,1230,0.1,1000.0,6.91,2736000,2223,0.0013747599441558123,0.0001,671499
2740,1230,0.1,1000.0,7.07,2740000,2227,0.00010891696001635864,0.0001,672499
2744,1230,0.1,1000.0,6.79,2744000,2230,2.959463745355606e-05,0.0001,673499
2748,1229,0.1,1000.0,6.94,2748000,2234,0.000408402644097805,0.0001,674499
2752,1229,0.1,1000.0,6.65,2752000,2237,8.804081153357401e-05,0.0001,675499
2756,1229,0.1,1000.0,6.59,2756000,2241,0.003900212235748768,0.0001,676499
2760,1229,0.1,1000.0,6.11,2760000,2244,0.00786024983972311,0.0001,677499
2764,1229,0.1,1000.0,5.2,2764000,2247,0.0008211833192035556,0.0001,678499
2768,1229,0.1,1000.0,4.69,2768000,2251,5.258376040728763e-05,0.0001,679499
2772,1229,0.1,1000.0,4.57,2772000,2254,7.02294273651205e-05,0.0001,680499
2776,1229,0.1,1000.0,4.45,2776000,2258,0.0005223884363658726,0.0001,681499
2780,1229,0.1,1000.0,4.5,2780000,2261,5.6839064200175926e-05,0.0001,682499
2784,1229,0.1,1000.0,5.2,2784000,2265,0.011185245588421822,0.0001,683499
2788,1228,0.1,1000.0,5.03,2788000,2268,0.004176587797701359,0.0001,684499
2792,1228,0.1,1000.0,4.71,2792000,2272,0.003684671362861991,0.0001,685499
2796,1228,0.1,1000.0,4.27,2796000,2275,0.003744720946997404,0.0001,686499
2800,1228,0.1,1000.0,4.51,2800000,2279,4.119102595723234e-05,0.0001,687499
2804,1228,0.1,1000.0,4.95,2804000,2282,0.0016431409167125821,0.0001,688499
2808,1228,0.1,1000.0,5.36,2808000,2285,0.0038271702360361814,0.0001,689499
2812,1228,0.1,1000.0,5.37,2812000,2289,0.014772597700357437,0.0001,690499
2816,1228,0.1,1000.0,5.58,2816000,2292,0.0038337528239935637,0.0001,691499
2820,1228,0.1,1000.0,5.31,2820000,2296,0.00011071838525822386,0.0001,692499
2824,1228,0.1,1000.0,5.98,2824000,2299,0.00019433895067777485,0.0001,693499
2828,1228,0.1,1000.0,6.31,2828000,2302,0.007585042156279087,0.0001,694499
2832,1227,0.1,1000.0,7.07,2832000,2306,0.00018109718803316355,0.0001,695499
2836,1227,0.1,1000.0,8.05,2836000,2309,0.015235863626003265,0.0001,696499
2840,1227,0.1,1000.0,8.93,2840000,2313,0.014144981279969215,0.0001,697499
2844,1227,0.1,1000.0,9.34,2844000,2316,0.02268538996577263,0.0001,698499
2848,1227,0.1,1000.0,9.73,2848000,2320,0.018619302660226822,0.0001,699499
2852,1227,0.1,1000.0,9.84,2852000,2323,0.015172790735960007,0.0001,700499
2856,1227,0.1,1000.0,9.45,2856000,2326,0.012610753998160362,0.0001,701499
2860,1227,0.1,1000.0,9.47,2860000,2330,0.0011675864225253463,0.0001,702499
2864,1227,0.1,1000.0,9.67,2864000,2333,0.003994292113929987,0.0001,703499
2868,1227,0.1,1000.0,10.47,2868000,2337,0.018463697284460068,0.0001,704499
2872,1226,0.1,1000.0,11.14,2872000,2340,0.015416075475513935,0.0001,705499
2876,1226,0.1,1000.0,11.44,2876000,2344,0.00012311156024225056,0.0001,706499
2880,1226,0.1,1000.0,11.93,2880000,2347,0.015910975635051727,0.0001,707499
2884,1226,0.1,1000.0,11.62,2884000,2351,0.007856371812522411,0.0001,708499
2888,1226,0.1,1000.0,12.11,2888000,2354,0.007560388650745153,0.0001,709499
2892,1226,0.1,1000.0,12.82,2892000,2357,0.018160127103328705,0.0001,710499
2896,1226,0.1,1000.0,13.57,2896000,2361,0.012413796037435532,0.0001,711499
2900,1226,0.1,1000.0,13.19,2900000,2364,0.008067687973380089,0.0001,712499
2904,1226,0.1,1000.0,12.71,2904000,2367,6.819271220592782e-05,0.0001,713499
2908,1226,0.1,1000.0,12.34,2908000,2371,7.994647603482008e-05,0.0001,714499
2912,1226,0.1,1000.0,12.09,2912000,2374,2.9353755962802097e-05,0.0001,715499
2916,1226,0.1,1000.0,11.93,2916000,2377,7.266860484378412e-05,0.0001,716499
2920,1226,0.1,1000.0,11.56,2920000,2381,0.005392996594309807,0.0001,717499
2924,1226,0.1,1000.0,11.08,2924000,2384,0.0020560771226882935,0.0001,718499
2928,1225,0.1,1000.0,10.79,2928000,2388,0.00021582073532044888,0.0001,719499
2932,1225,0.1,1000.0,10.33,2932000,2391,0.0012109013041481376,0.0001,720499
2936,1225,0.1,1000.0,9.83,2936000,2395,0.0002700746990740299,0.0001,721499
2940,1225,0.1,1000.0,9.07,2940000,2398,0.008066914044320583,0.0001,722499
2944,1225,0.1,1000.0,8.47,2944000,2402,7.963263487908989e-05,0.0001,723499
2948,1225,0.1,1000.0,7.85,2948000,2405,0.0001061666407622397,0.0001,724499
2952,1225,0.1,1000.0,7.53,2952000,2408,9.289582521887496e-05,0.0001,725499
2956,1225,0.1,1000.0,7.53,2956000,2412,0.0005607393686659634,0.0001,726499
2960,1225,0.1,1000.0,7.51,2960000,2415,5.301861892803572e-05,0.0001,727499
2964,1225,0.1,1000.0,7.36,2964000,2419,6.16970646660775e-05,0.0001,728499
2968,1225,0.1,1000.0,6.56,2968000,2422,9.374567889608443e-05,0.0001,729499
2972,1225,0.1,1000.0,5.91,2972000,2426,8.418005745625123e-05,0.0001,730499
2976,1224,0.1,1000.0,5.73,2976000,2429,4.819165405933745e-05,0.0001,731499
2980,1224,0.1,1000.0,4.84,2980000,2433,0.002554272999987006,0.0001,732499
2984,1224,0.1,1000.0,4.45,2984000,2436,0.00010494847083464265,0.0001,733499
2988,1224,0.1,1000.0,3.89,2988000,2439,1.71543906617444e-05,0.0001,734499
2992,1224,0.1,1000.0,3.66,2992000,2443,0.0005833731847815216,0.0001,735499
2996,1224,0.1,1000.0,3.41,2996000,2446,0.004174593836069107,0.0001,736499
3000,1224,0.1,1000.0,4.19,3000000,2450,0.0001763142936397344,0.0001,737499
3004,1224,0.1,1000.0,4.45,3004000,2453,0.007536265067756176,0.0001,738499
3008,1224,0.1,1000.0,5.25,3008000,2456,0.004071063362061977,0.0001,739499
3012,1224,0.1,1000.0,5.24,3012000,2460,8.556005923310295e-05,0.0001,740499
3016,1224,0.1,1000.0,5.12,3016000,2463,0.001535592949949205,0.0001,741499
3020,1224,0.1,1000.0,5.03,3020000,2466,6.0182948800502345e-05,0.0001,742499
3024,1224,0.1,1000.0,4.84,3024000,2470,4.926196561427787e-05,0.0001,743499
3028,1223,0.1,1000.0,4.98,3028000,2473,3.743854904314503e-05,0.0001,744499
3032,1223,0.1,1000.0,4.98,3032000,2477,7.525238470407203e-05,0.0001,745499
3036,1223,0.1,1000.0,4.43,3036000,2480,6.687994755338877e-05,0.0001,746499
3040,1223,0.1,1000.0,4.15,3040000,2484,2.6830366550711915e-05,0.0001,747499
3044,1223,0.1,1000.0,4.12,3044000,2487,1.8344406271353364e-05,0.0001,748499
3048,1223,0.1,1000.0,4.22,3048000,2490,0.00011128989717690274,0.0001,749499
3052,1223,0.1,1000.0,4.22,3052000,2494,6.782135460525751e-05,0.0001,750499
3056,1223,0.1,1000.0,4.46,3056000,2497,0.001480997889302671,0.0001,751499
3060,1223,0.1,1000.0,4.72,3060000,2500,0.007995715364813805,0.0001,752499
3064,1223,0.1,1000.0,5.07,3064000,2504,0.00015453845844604075,0.0001,753499
3068,1223,0.1,1000.0,5.07,3068000,2507,0.000334462383762002,0.0001,754499
3072,1223,0.1,1000.0,5.05,3072000,2511,3.837139593088068e-05,0.0001,755499
3076,1223,0.1,1000.0,4.95,3076000,2514,0.000980533310212195,0.0001,756499
3080,1223,0.1,1000.0,5.12,3080000,2518,9.716250497149304e-05,0.0001,757499
3084,1223,0.1,1000.0,5.37,3084000,2521,0.003299578558653593,0.0001,758499
3088,1223,0.1,1000.0,5.49,3088000,2524,0.0032598499674350023,0.0001,759499
3092,1222,0.1,1000.0,5.0,3092000,2528,6.867884803796187e-05,0.0001,760499
3096,1222,0.1,1000.0,5.06,3096000,2531,0.0070248981937766075,0.0001,761499
3100,1222,0.1,1000.0,5.01,3100000,2535,0.0038865497335791588,0.0001,762499
3104,1222,0.1,1000.0,5.59,3104000,2538,0.000204285082872957,0.0001,763499
3108,1222,0.1,1000.0,4.81,3108000,2541,0.004212232306599617,0.0001,764499
3112,1222,0.1,1000.0,5.07,3112000,2545,0.00011392855230951682,0.0001,765499
3116,1222,0.1,1000.0,5.16,3116000,2548,0.003293772228062153,0.0001,766499
3120,1222,0.1,1000.0,5.81,3120000,2552,0.003908079583197832,0.0001,767499
3124,1222,0.1,1000.0,6.66,3124000,2555,0.011825612746179104,0.0001,768499
3128,1222,0.1,1000.0,7.27,3128000,2559,0.014412607066333294,0.0001,769499
3132,1222,0.1,1000.0,7.53,3132000,2562,0.008369973860681057,0.0001,770499
3136,1222,0.1,1000.0,7.68,3136000,2566,0.003857732517644763,0.0001,771499
3140,1222,0.1,1000.0,8.05,3140000,2569,0.008784264326095581,0.0001,772499
3144,1221,0.1,1000.0,8.56,3144000,2572,0.02008073590695858,0.0001,773499
3148,1221,0.1,1000.0,8.93,3148000,2576,0.008133274503052235,0.0001,774499
3152,1221,0.1,1000.0,9.7,3152000,2579,0.003934509586542845,0.0001,775499
3156,1221,0.1,1000.0,10.06,3156000,2583,0.011013485491275787,0.0001,776499
3160,1221,0.1,1000.0,10.86,3160000,2586,0.007713456638157368,0.0001,777499
3164,1221,0.1,1000.0,10.98,3164000,2590,0.009983884170651436,0.0001,778499
3168,1221,0.1,1000.0,11.94,3168000,2593,0.008313115686178207,0.0001,779499
3172,1221,0.1,1000.0,12.14,3172000,2597,0.007304444909095764,0.0001,780499
3176,1221,0.1,1000.0,12.51,3176000,2600,0.004075699020177126,0.0001,781499
3180,1221,0.1,1000.0,12.94,3180000,2604,0.007702996022999287,0.0001,782499
3184,1221,0.1,1000.0,12.66,3184000,2607,7.22484546713531e-05,0.0001,783499
3188,1220,0.1,1000.0,12.54,3188000,2611,6.605521048186347e-05,0.0001,784499
3192,1220,0.1,1000.0,12.74,3192000,2614,0.008169684559106827,0.0001,785499
3196,1220,0.1,1000.0,12.39,3196000,2618,0.006800562143325806,0.0001,786499
3200,1220,0.1,1000.0,12.55,3200000,2621,0.0048759253695607185,0.0001,787499
3204,1220,0.1,1000.0,12.17,3204000,2624,0.0071585336700081825,0.0001,788499
3208,1220,0.1,1000.0,12.26,3208000,2628,0.001246752100996673,0.0001,789499
3212,1220,0.1,1000.0,12.88,3212000,2631,0.011623935773968697,0.0001,790499
3216,1220,0.1,1000.0,13.23,3216000,2635,0.007805692497640848,0.0001,791499
3220,1220,0.1,1000.0,12.93,3220000,2638,0.007672538049519062,0.0001,792499
3224,1220,0.1,1000.0,12.08,3224000,2641,0.008315516635775566,0.0001,793499
3228,1220,0.1,1000.0,11.29,3228000,2645,0.0038743510376662016,0.0001,794499
3232,1220,0.1,1000.0,10.73,3232000,2648,2.936977216450032e-05,0.0001,795499
3236,1220,0.1,1000.0,10.58,3236000,2652,0.0001470377028454095,0.0001,796499
3240,1219,0.1,1000.0,10.21,3240000,2655,4.252617509337142e-05,0.0001,797499
3244,1219,0.1,1000.0,9.7,3244000,2659,0.0001595065405126661,0.0001,798499
3248,1219,0.1,1000.0,9.11,3248000,2662,0.0007299334392882884,0.0001,799499
3252,1219,0.1,1000.0,8.34,3252000,2665,0.0001549739681649953,0.0001,800499
3256,1219,0.1,1000.0,7.74,3256000,2669,1.9004779460374266e-05,0.0001,801499
3260,1219,0.1,1000.0,6.81,3260000,2672,0.0002008255396503955,0.0001,802499
3264,1219,0.1,1000.0,6.29,3264000,2676,6.98898802511394e-05,0.0001,803499
3268,1219,0.1,1000.0,5.33,3268000,2679,8.638181316200644e-05,0.0001,804499
3272,1219,0.1,1000.0,5.13,3272000,2682,5.652472736983327e-06,0.0001,805499
3276,1219,0.1,1000.0,4.71,3276000,2686,0.0009175890008918941,0.0001,806499
3280,1219,0.1,1000.0,4.11,3280000,2689,6.328160088742152e-05,0.0001,807499
3284,1219,0.1,1000.0,4.16,3284000,2693,0.003917781636118889,0.0001,808499
3288,1219,0.1,1000.0,4.4,3288000,2696,0.00041123462142422795,0.0001,809499
3292,1219,0.1,1000.0,4.24,3292000,2700,0.0006256013875827193,0.0001,810499
3296,1219,0.1,1000.0,4.35,3296000,2703,9.553105337545276e-05,0.0001,811499
3300,1219,0.1,1000.0,3.49,3300000,2706,0.00014116881357040256,0.0001,812499
3304,1219,0.1,1000.0,3.25,3304000,2710,0.005252338945865631,0.0001,813499
3308,1218,0.1,1000.0,3.85,3308000,2713,0.004511559847742319,0.0001,814499
3312,1218,0.1,1000.0,3.29,3312000,2717,0.015920348465442657,0.0001,815499
3316,1218,0.1,1000.0,2.76,3316000,2720,8.382017404073849e-05,0.0001,816499
3320,1218,0.1,1000.0,2.83,3320000,2724,0.0001503936218796298,0.0001,817499
3324,1218,0.1,1000.0,3.09,3324000,2727,0.003898721421137452,0.0001,818499
3328,1218,0.1,1000.0,3.09,3328000,2731,0.0002124656894011423,0.0001,819499
3332,1218,0.1,1000.0,3.18,3332000,2734,0.0002126762265106663,0.0001,820499
3336,1218,0.1,1000.0,3.18,3336000,2737,0.0025031748227775097,0.0001,821499
3340,1218,0.1,1000.0,3.2,3340000,2741,0.00017873059550765902,0.0001,822499
3344,1218,0.1,1000.0,3.2,3344000,2744,0.00010479344200575724,0.0001,823499
3348,1218,0.1,1000.0,3.14,3348000,2748,0.003363443771377206,0.0001,824499
3352,1218,0.1,1000.0,3.2,3352000,2751,8.17891996121034e-05,0.0001,825499
3356,1218,0.1,1000.0,3.2,3356000,2755,8.861897185852285e-06,0.0001,826499
3360,1218,0.1,1000.0,3.35,3360000,2758,0.0010740363504737616,0.0001,827499
3364,1217,0.1,1000.0,3.83,3364000,2762,0.0013057508040219545,0.0001,828499
3368,1217,0.1,1000.0,4.06,3368000,2765,0.007373294793069363,0.0001,829499
3372,1217,0.1,1000.0,4.56,3372000,2768,0.013234241865575314,0.0001,830499
3376,1217,0.1,1000.0,4.75,3376000,2772,0.007353729568421841,0.0001,831499
3380,1217,0.1,1000.0,5.04,3380000,2775,0.003834254341199994,0.0001,832499
3384,1217,0.1,1000.0,5.38,3384000,2779,0.0001649982004892081,0.0001,833499
3388,1217,0.1,1000.0,5.28,3388000,2782,0.0037158147897571325,0.0001,834499
3392,1217,0.1,1000.0,5.24,3392000,2785,1.8886263205786236e-05,0.0001,835499
3396,1217,0.1,1000.0,4.86,3396000,2789,3.295498754596338e-05,0.0001,836499
3400,1217,0.1,1000.0,5.04,3400000,2792,3.935118729714304e-05,0.0001,837499
3404,1217,0.1,1000.0,5.49,3404000,2796,0.0031878771260380745,0.0001,838499
3408,1217,0.1,1000.0,5.32,3408000,2799,0.007195535581558943,0.0001,839499
3412,1217,0.1,1000.0,5.19,3412000,2803,0.0030074266251176596,0.0001,840499
3416,1217,0.1,1000.0,5.19,3416000,2806,0.0008885348215699196,0.0001,841499
3420,1217,0.1,1000.0,4.77,3420000,2809,0.0028876569122076035,0.0001,842499
3424,1217,0.1,1000.0,4.51,3424000,2813,3.4629108995432034e-05,0.0001,843499
3428,1217,0.1,1000.0,4.52,3428000,2816,2.222691364295315e-05,0.0001,844499
3432,1217,0.1,1000.0,4.44,3432000,2819,3.4951728594023734e-05,0.0001,845499
3436,1216,0.1,1000.0,4.65,3436000,2823,0.0017035003984346986,0.0001,846499
3440,1216,0.1,1000.0,4.93,3440000,2826,0.006922617554664612,0.0001,847499
3444,1216,0.1,1000.0,4.93,3444000,2830,2.3874610633356497e-05,0.0001,848499
3448,1216,0.1,1000.0,5.35,3448000,2833,0.0030356785282492638,0.0001,849499
3452,1216,0.1,1000.0,5.94,3452000,2837,0.003938235342502594,0.0001,850499
3456,1216,0.1,1000.0,6.1,3456000,2840,0.0020977361127734184,0.0001,851499
3460,1216,0.1,1000.0,6.5,3460000,2844,0.005557224154472351,0.0001,852499
3464,1216,0.1,1000.0,6.4,3464000,2847,0.0038229806814342737,0.0001,853499
3468,1216,0.1,1000.0,6.54,3468000,2850,0.010121064260601997,0.0001,854499
3472,1216,0.1,1000.0,6.46,3472000,2854,0.007261508144438267,0.0001,855499
3476,1216,0.1,1000.0,6.69,3476000,2857,0.004262064583599567,0.0001,856499
3480,1216,0.1,1000.0,6.55,3480000,2861,0.00648221792653203,0.0001,857499
3484,1216,0.1,1000.0,6.87,3484000,2864,0.007602877914905548,0.0001,858499
3488,1216,0.1,1000.0,6.61,3488000,2868,0.0038567690644413233,0.0001,859499
3492,1216,0.1,1000.0,6.99,3492000,2871,0.015956295654177666,0.0001,860499
3496,1216,0.1,1000.0,6.99,3496000,2874,0.0007308762869797647,0.0001,861499
3500,1215,0.1,1000.0,6.71,3500000,2878,0.00010947186092380434,0.0001,862499
3504,1215,0.1,1000.0,6.04,3504000,2881,2.7122187020722777e-05,0.0001,863499
3508,1215,0.1,1000.0,5.5,3508000,2885,4.245153104420751e-05,0.0001,864499
3512,1215,0.1,1000.0,5.31,3512000,2888,0.00013827311340719461,0.0001,865499
3516,1215,0.1,1000.0,5.31,3516000,2892,3.9057420508470386e-05,0.0001,866499
3520,1215,0.1,1000.0,5.31,3520000,2895,2.0720237444038503e-05,0.0001,867499
3524,1215,0.1,1000.0,5.31,3524000,2899,1.3360446246224456e-05,0.0001,868499
3528,1215,0.1,1000.0,5.3,3528000,2902,2.106240572175011e-05,0.0001,869499
3532,1215,0.1,1000.0,5.29,3532000,2905,4.085851105628535e-05,0.0001,870499
3536,1215,0.1,1000.0,5.12,3536000,2909,3.3843542041722685e-05,0.0001,871499
3540,1215,0.1,1000.0,4.84,3540000,2912,2.2369820726453327e-05,0.0001,872499
3544,1215,0.1,1000.0,5.55,3544000,2916,0.009637814946472645,0.0001,873499
3548,1215,0.1,1000.0,5.59,3548000,2919,0.014291800558567047,0.0001,874499
3552,1215,0.1,1000.0,5.21,3552000,2923,0.00012175369920441881,0.0001,875499
3556,1215,0.1,1000.0,5.35,3556000,2926,0.0034531152341514826,0.0001,876499
3560,1215,0.1,1000.0,5.16,3560000,2929,0.005073565058410168,0.0001,877499
3564,1215,0.1,1000.0,5.45,3564000,2933,0.0002512977516744286,0.0001,878499
3568,1214,0.1,1000.0,5.58,3568000,2936,0.0041418191976845264,0.0001,879499
3572,1214,0.1,1000.0,5.9,3572000,2940,0.013904660008847713,0.0001,880499
3576,1214,0.1,1000.0,6.2,3576000,2943,0.011300389654934406,0.0001,881499
3580,1214,0.1,1000.0,6.32,3580000,2947,0.006307069677859545,0.0001,882499
3584,1214,0.1,1000.0,5.8,3584000,2950,0.00017559612751938403,0.0001,883499
3588,1214,0.1,1000.0,5.84,3588000,2954,0.014817367307841778,0.0001,884499
3592,1214,0.1,1000.0,5.46,3592000,2957,4.3728887249017134e-05,0.0001,885499
3596,1214,0.1,1000.0,5.46,3596000,2961,4.3865507905138656e-05,0.0001,886499
3600,1214,0.1,1000.0,5.46,3600000,2964,4.285664181225002e-05,0.0001,887499
3604,1214,0.1,1000.0,5.46,3604000,2967,4.019408515887335e-05,0.0001,888499
3608,1214,0.1,1000.0,5.42,3608000,2971,0.00033143028849735856,0.0001,889499
3612,1214,0.1,1000.0,5.42,3612000,2974,0.00016245809092652053,0.0001,890499
3616,1214,0.1,1000.0,5.63,3616000,2978,0.00016383794718421996,0.0001,891499
3620,1214,0.1,1000.0,5.7,3620000,2981,0.00017845242109615356,0.0001,892499
3624,1213,0.1,1000.0,5.7,3624000,2985,0.00089025788474828,0.0001,893499
3628,1213,0.1,1000.0,5.73,3628000,2988,0.0001773984986357391,0.0001,894499
3632,1213,0.1,1000.0,6.07,3632000,2992,0.00634177029132843,0.0001,895499
3636,1213,0.1,1000.0,6.19,3636000,2995,0.0065733902156353,0.0001,896499
3640,1213,0.1,1000.0,6.42,3640000,2998,0.0033456154633313417,0.0001,897499
3644,1213,0.1,1000.0,5.71,3644000,3002,0.00393615523353219,0.0001,898499
3648,1213,0.1,1000.0,5.44,3648000,3005,3.7003919715061784e-05,0.0001,899499
3652,1213,0.1,1000.0,5.17,3652000,3009,6.801338167861104e-05,0.0001,900499
3656,1213,0.1,1000.0,4.87,3656000,3012,4.86223325424362e-05,0.0001,901499
3660,1213,0.1,1000.0,4.5,3660000,3015,5.257628072286025e-05,0.0001,902499
3664,1213,0.1,1000.0,3.83,3664000,3019,2.6752719350042753e-05,0.0001,903499
3668,1213,0.1,1000.0,3.56,3668000,3022,0.00016843178309500217,0.0001,904499
3672,1213,0.1,1000.0,3.03,3672000,3025,0.00012851294013671577,0.0001,905499
3676,1213,0.1,1000.0,2.42,3676000,3029,0.001507322769612074,0.0001,906499
3680,1213,0.1,1000.0,2.15,3680000,3032,0.003300067503005266,0.0001,907499
3684,1213,0.1,1000.0,1.96,3684000,3036,5.9059520935988985e-06,0.0001,908499
3688,1213,0.1,1000.0,1.92,3688000,3039,1.4400784493773244e-05,0.0001,909499
3692,1213,0.1,1000.0,1.92,3692000,3043,0.0018001210410147905,0.0001,910499
3696,1213,0.1,1000.0,2.17,3696000,3046,5.3237748943502083e-05,0.0001,911499
3700,1213,0.1,1000.0,2.24,3700000,3049,0.003315811976790428,0.0001,912499
3704,1213,0.1,1000.0,2.45,3704000,3053,0.0033269738778471947,0.0001,913499
3708,1213,0.1,1000.0,2.45,3708000,3056,0.001523389364592731,0.0001,914499
3712,1213,0.1,1000.0,2.53,3712000,3059,0.00011499039828777313,0.0001,915499
3716,1213,0.1,1000.0,2.55,3716000,3063,0.0038802707567811012,0.0001,916499
3720,1213,0.1,1000.0,2.48,3720000,3066,1.6640238754916936e-05,0.0001,917499
3724,1212,0.1,1000.0,2.48,3724000,3070,0.00193030817899853,0.0001,918499
3728,1212,0.1,1000.0,2.45,3728000,3073,2.5742905563674867e-05,0.0001,919499
